,State,CTYNAME,Year,Deaths_Total,Population,Mortality_Rate
6216,Montana,Gallatin County,2005,5,80310,6.225874735400324e-05
6217,Montana,Gallatin County,2006,5,83984,5.9535149552295676e-05
6218,Montana,Gallatin County,2007,5,86620,5.7723389517432465e-05
6219,Montana,Gallatin County,2008,5,88932,5.622273197499213e-05
6220,Montana,Gallatin County,2009,10,89187,0.00011212396425488019
6221,Montana,Gallatin County,2010,5,89662,5.576498405121456e-05
6222,Montana,Gallatin County,2011,5,91413,5.4696815551398596e-05
6223,Montana,Gallatin County,2012,5,92627,5.397994105390437e-05
6224,Montana,Gallatin County,2013,5,94885,5.269536807714602e-05
6225,Montana,Gallatin County,2014,5,97629,5.12142908357148e-05
6226,Montana,Gallatin County,2015,5,101043,4.948388309927457e-05
6227,Montana,Lewis and Clark County,2003,5,57110,8.755034144633164e-05
6228,Montana,Lewis and Clark County,2004,5,58041,8.61460002412088e-05
6229,Montana,Lewis and Clark County,2005,5,58529,8.542773667754447e-05
6230,Montana,Lewis and Clark County,2006,5,59529,8.399267583866687e-05
6231,Montana,Lewis and Clark County,2007,5,60646,8.244566830458728e-05
6232,Montana,Lewis and Clark County,2008,5,61747,8.097559395598166e-05
6233,Montana,Lewis and Clark County,2009,5,62671,7.978171722168147e-05
6234,Montana,Lewis and Clark County,2010,5,63578,7.86435559470257e-05
6235,Montana,Lewis and Clark County,2011,5,64284,7.777985190716196e-05
6236,Montana,Lewis and Clark County,2012,5,64760,7.720815318097592e-05
6237,Montana,Lewis and Clark County,2013,5,65277,7.659665732187447e-05
6238,Montana,Lewis and Clark County,2014,12,65764,0.00018247065263670093
6239,Montana,Lewis and Clark County,2015,5,66308,7.540568257223864e-05
6240,Montana,Missoula County,2003,11,99976,0.00011002640633752101
6241,Montana,Missoula County,2004,5,100934,4.953732141795629e-05
6242,Montana,Missoula County,2005,12,102298,0.00011730434612602397
6243,Montana,Missoula County,2006,5,104372,4.790556854328747e-05
6244,Montana,Missoula County,2007,5,106110,4.712091226086137e-05
6245,Montana,Missoula County,2008,13,107747,0.00012065301122073005
6246,Montana,Missoula County,2009,14,108717,0.0001287747086472217
6247,Montana,Missoula County,2010,15,109471,0.0001370225904577468
6248,Montana,Missoula County,2011,5,110270,4.534324839031468e-05
6249,Montana,Missoula County,2012,15,111104,0.0001350086405529954
6250,Montana,Missoula County,2013,12,111988,0.00010715433796478194
6251,Montana,Missoula County,2014,5,112924,4.427756721334703e-05
6252,Montana,Missoula County,2015,11,114281,9.625397047628214e-05
6253,Montana,Silver Bow County,2003,5,33474,0.00014936966003465375
6254,Montana,Silver Bow County,2004,5,33416,0.00014962892027771128
6255,Montana,Silver Bow County,2005,5,33414,0.000149637876339259
6256,Montana,Silver Bow County,2006,5,33441,0.00014951705989653418
6257,Montana,Silver Bow County,2007,5,33489,0.00014930275612887813
6258,Montana,Silver Bow County,2008,5,33812,0.0001478764935525849
6259,Montana,Silver Bow County,2009,11,34008,0.00032345330510468123
6260,Montana,Silver Bow County,2010,5,34235,0.0001460493646852636
6261,Montana,Silver Bow County,2011,5,34420,0.0001452643811737362
6262,Montana,Silver Bow County,2012,5,34496,0.0001449443413729128
6263,Montana,Silver Bow County,2013,5,34610,0.0001444669170759896
6264,Montana,Silver Bow County,2014,5,34801,0.0001436740323553921
6265,Montana,Silver Bow County,2015,5,34746,0.00014390145628273758
6266,Montana,Yellowstone County,2003,11,133715,8.22645178177467e-05
6267,Montana,Yellowstone County,2004,5,135441,3.691644332218457e-05
6268,Montana,Yellowstone County,2005,5,137623,3.6331136510612325e-05
6269,Montana,Yellowstone County,2006,10,139582,7.16424753908097e-05
6270,Montana,Yellowstone County,2007,10,141518,7.066238923670487e-05
6271,Montana,Yellowstone County,2008,5,144255,3.466084364493432e-05
6272,Montana,Yellowstone County,2009,5,146465,3.413784863277916e-05
6273,Montana,Yellowstone County,2010,14,148405,9.433644418988579e-05
6274,Montana,Yellowstone County,2011,15,149805,0.00010013016921998598
6275,Montana,Yellowstone County,2012,10,151690,6.592392379194409e-05
6276,Montana,Yellowstone County,2013,24,153857,0.00015598900277530433
6277,Montana,Yellowstone County,2014,14,155379,9.010226607199171e-05
6278,Montana,Yellowstone County,2015,20,156658,0.00012766663687778472
6279,North Carolina,Alamance County,2003,5,136009,3.6762273084869386e-05
6280,North Carolina,Alamance County,2004,5,137619,3.633219250248875e-05
6281,North Carolina,Alamance County,2005,11,139311,7.896002469295317e-05
6282,North Carolina,Alamance County,2006,10,141462,7.069036207603455e-05
6283,North Carolina,Alamance County,2007,11,144712,7.601304660290784e-05
6284,North Carolina,Alamance County,2008,19,147704,0.00012863564967773386
6285,North Carolina,Alamance County,2009,20,149954,0.00013337423476532804
6286,North Carolina,Alamance County,2010,5,151437,3.301703018416899e-05
6287,North Carolina,Alamance County,2011,16,152712,0.00010477238200010477
6288,North Carolina,Alamance County,2012,19,153299,0.00012394079543897872
6289,North Carolina,Alamance County,2013,15,154209,9.727058731980624e-05
6290,North Carolina,Alamance County,2014,16,155439,0.00010293427003519065
6291,North Carolina,Alamance County,2015,14,157104,8.911294429167939e-05
6292,North Carolina,Alexander County,2003,5,34998,0.00014286530658894794
6293,North Carolina,Alexander County,2004,5,35343,0.00014147072970602384
6294,North Carolina,Alexander County,2005,5,35786,0.00013971944335773766
6295,North Carolina,Alexander County,2006,5,36243,0.0001379576745854372
6296,North Carolina,Alexander County,2007,5,36609,0.000136578436996367
6297,North Carolina,Alexander County,2008,5,36840,0.00013572204125950055
6298,North Carolina,Alexander County,2009,11,37053,0.00029687204814724856
6299,North Carolina,Alexander County,2010,5,37232,0.00013429308122045553
6300,North Carolina,Alexander County,2011,5,37029,0.00013502930135839478
6301,North Carolina,Alexander County,2012,5,36926,0.00013540594702919352
6302,North Carolina,Alexander County,2013,5,37016,0.00013507672357899287
6303,North Carolina,Alexander County,2014,5,36993,0.00013516070607952856
6304,North Carolina,Alexander County,2015,11,36960,0.00029761904761904765
6305,North Carolina,Brunswick County,2003,10,80584,0.00012409411297528047
6306,North Carolina,Brunswick County,2004,11,83327,0.00013201003276248994
6307,North Carolina,Brunswick County,2005,17,87846,0.00019352047902010337
6308,North Carolina,Brunswick County,2006,17,93938,0.00018097042730311482
6309,North Carolina,Brunswick County,2007,5,99008,5.0500969618616674e-05
6310,North Carolina,Brunswick County,2008,15,103257,0.00014526860164444056
6311,North Carolina,Brunswick County,2009,25,105777,0.00023634627565538824
6312,North Carolina,Brunswick County,2010,20,108070,0.00018506523549551216
6313,North Carolina,Brunswick County,2011,29,110196,0.00026316744709426837
6314,North Carolina,Brunswick County,2012,25,112039,0.00022313658636724713
6315,North Carolina,Brunswick County,2013,28,114977,0.0002435269662628178
6316,North Carolina,Brunswick County,2014,20,118382,0.0001689446030646551
6317,North Carolina,Brunswick County,2015,28,122322,0.00022890404015630877
6318,North Carolina,Buncombe County,2003,22,214982,0.00010233414890548976
6319,North Carolina,Buncombe County,2004,31,218139,0.00014211122266078051
6320,North Carolina,Buncombe County,2005,35,221642,0.00015791230903890058
6321,North Carolina,Buncombe County,2006,22,226524,9.711995196976921e-05
6322,North Carolina,Buncombe County,2007,27,230766,0.00011700163802293232
6323,North Carolina,Buncombe County,2008,19,233772,8.127577297537771e-05
6324,North Carolina,Buncombe County,2009,17,236349,7.192753089710555e-05
6325,North Carolina,Buncombe County,2010,21,238743,8.796069413553486e-05
6326,North Carolina,Buncombe County,2011,35,241226,0.00014509215424539644
6327,North Carolina,Buncombe County,2012,25,243761,0.00010255947423911126
6328,North Carolina,Buncombe County,2013,27,246952,0.00010933298778710033
6329,North Carolina,Buncombe County,2014,28,249265,0.000112330250937757
6330,North Carolina,Buncombe County,2015,37,252160,0.00014673223350253808
6331,North Carolina,Burke County,2003,10,89493,0.00011174058306236241
6332,North Carolina,Burke County,2004,17,89394,0.0001901693625970423
6333,North Carolina,Burke County,2005,14,89526,0.00015637915242499385
6334,North Carolina,Burke County,2006,20,89903,0.00022246198680800418
6335,North Carolina,Burke County,2007,25,90146,0.00027732789031127285
6336,North Carolina,Burke County,2008,23,90788,0.00025333744547737587
6337,North Carolina,Burke County,2009,17,91178,0.00018644848538024525
6338,North Carolina,Burke County,2010,19,90567,0.00020978943765389158
6339,North Carolina,Burke County,2011,16,90533,0.00017673113671257994
6340,North Carolina,Burke County,2012,22,89965,0.00024453954315567164
6341,North Carolina,Burke County,2013,29,89348,0.0003245735774723553
6342,North Carolina,Burke County,2014,23,89292,0.00025758186623661694
6343,North Carolina,Burke County,2015,31,89337,0.0003470006828077952
6344,North Carolina,Cabarrus County,2003,5,143336,3.488307194284758e-05
6345,North Carolina,Cabarrus County,2004,17,146429,0.00011609722117886484
6346,North Carolina,Cabarrus County,2005,28,150797,0.00018568008647386883
6347,North Carolina,Cabarrus County,2006,18,157735,0.00011411544679367293
6348,North Carolina,Cabarrus County,2007,17,165717,0.00010258452663275343
6349,North Carolina,Cabarrus County,2008,21,171915,0.00012215338975656573
6350,North Carolina,Cabarrus County,2009,21,175993,0.00011932292761643929
6351,North Carolina,Cabarrus County,2010,20,178564,0.00011200465939383078
6352,North Carolina,Cabarrus County,2011,14,181187,7.726823668364728e-05
6353,North Carolina,Cabarrus County,2012,13,184358,7.05149762961195e-05
6354,North Carolina,Cabarrus County,2013,27,187265,0.00014418070648546179
6355,North Carolina,Cabarrus County,2014,22,191737,0.0001147405039194313
6356,North Carolina,Cabarrus County,2015,23,196483,0.00011705847325213886
6357,North Carolina,Caldwell County,2003,5,79380,6.298815822625347e-05
6358,North Carolina,Caldwell County,2004,16,79471,0.0002013313032426923
6359,North Carolina,Caldwell County,2005,10,80218,0.00012466030068064525
6360,North Carolina,Caldwell County,2006,16,80897,0.0001977823652298602
6361,North Carolina,Caldwell County,2007,10,81588,0.0001225670441731627
6362,North Carolina,Caldwell County,2008,18,82527,0.00021811043658439056
6363,North Carolina,Caldwell County,2009,17,82798,0.00020531896905722361
6364,North Carolina,Caldwell County,2010,5,83025,6.0222824450466725e-05
6365,North Carolina,Caldwell County,2011,10,82460,0.00012127091923356779
6366,North Carolina,Caldwell County,2012,13,82094,0.0001583550563987624
6367,North Carolina,Caldwell County,2013,5,82067,6.092582889590213e-05
6368,North Carolina,Caldwell County,2014,13,81698,0.00015912262234081618
6369,North Carolina,Caldwell County,2015,27,81554,0.00033106898496701573
6370,North Carolina,Carteret County,2003,5,61067,8.187728232924493e-05
6371,North Carolina,Carteret County,2004,12,62127,0.00019315273552561688
6372,North Carolina,Carteret County,2005,11,62833,0.00017506724173603044
6373,North Carolina,Carteret County,2006,5,64028,7.809083525957394e-05
6374,North Carolina,Carteret County,2007,5,64258,7.781132310373805e-05
6375,North Carolina,Carteret County,2008,10,64700,0.0001545595054095827
6376,North Carolina,Carteret County,2009,12,65670,0.0001827318410232983
6377,North Carolina,Carteret County,2010,10,66700,0.00014992503748125936
6378,North Carolina,Carteret County,2011,17,67432,0.0002521058251275359
6379,North Carolina,Carteret County,2012,5,67792,7.375501534104319e-05
6380,North Carolina,Carteret County,2013,5,68417,7.308125173567973e-05
6381,North Carolina,Carteret County,2014,15,68670,0.00021843599825251202
6382,North Carolina,Carteret County,2015,18,68766,0.00026175726376406945
6383,North Carolina,Catawba County,2003,17,145601,0.00011675743985274827
6384,North Carolina,Catawba County,2004,17,147016,0.00011563367252543941
6385,North Carolina,Catawba County,2005,12,148629,8.073794481561473e-05
6386,North Carolina,Catawba County,2006,17,150449,0.00011299510133001881
6387,North Carolina,Catawba County,2007,29,152448,0.00019022879932829555
6388,North Carolina,Catawba County,2008,18,153848,0.0001169985960168478
6389,North Carolina,Catawba County,2009,24,154610,0.00015522928659207036
6390,North Carolina,Catawba County,2010,17,154758,0.00010984892541904135
6391,North Carolina,Catawba County,2011,27,154501,0.00017475615044562818
6392,North Carolina,Catawba County,2012,22,154739,0.00014217488803727567
6393,North Carolina,Catawba County,2013,17,155024,0.00010966043967385695
6394,North Carolina,Catawba County,2014,26,155157,0.00016757220106086094
6395,North Carolina,Catawba County,2015,24,155607,0.00015423470666486725
6396,North Carolina,Cherokee County,2003,5,25229,0.00019818462880019026
6397,North Carolina,Cherokee County,2004,5,25658,0.0001948709954010445
6398,North Carolina,Cherokee County,2005,5,26077,0.0001917398473750815
6399,North Carolina,Cherokee County,2006,5,26877,0.00018603266733638427
6400,North Carolina,Cherokee County,2007,5,27350,0.00018281535648994517
6401,North Carolina,Cherokee County,2008,5,27545,0.0001815211472136504
6402,North Carolina,Cherokee County,2009,5,27378,0.0001826283877565929
6403,North Carolina,Cherokee County,2010,11,27435,0.00040094769455075634
6404,North Carolina,Cherokee County,2011,17,27185,0.0006253448592974067
6405,North Carolina,Cherokee County,2012,5,27044,0.00018488389291524923
6406,North Carolina,Cherokee County,2013,5,27139,0.00018423670732156674
6407,North Carolina,Cherokee County,2014,5,27093,0.00018454951463477652
6408,North Carolina,Cherokee County,2015,5,27126,0.00018432500184325002
6409,North Carolina,Cleveland County,2003,12,97241,0.0001234047366851431
6410,North Carolina,Cleveland County,2004,5,97134,5.1475281569790186e-05
6411,North Carolina,Cleveland County,2005,10,96844,0.00010325884928338359
6412,North Carolina,Cleveland County,2006,11,96990,0.00011341375399525724
6413,North Carolina,Cleveland County,2007,10,97524,0.00010253886222878471
6414,North Carolina,Cleveland County,2008,18,98155,0.0001833834241760481
6415,North Carolina,Cleveland County,2009,13,98211,0.00013236806467707284
6416,North Carolina,Cleveland County,2010,18,97922,0.00018381977492289782
6417,North Carolina,Cleveland County,2011,10,97452,0.00010261462053113328
6418,North Carolina,Cleveland County,2012,13,97332,0.00013356347347223934
6419,North Carolina,Cleveland County,2013,14,96893,0.00014448928199147512
6420,North Carolina,Cleveland County,2014,13,97030,0.00013397918169638258
6421,North Carolina,Cleveland County,2015,23,96881,0.00023740465106677263
6422,North Carolina,Columbus County,2003,5,54961,9.097359946143629e-05
6423,North Carolina,Columbus County,2004,5,55099,9.074574856167989e-05
6424,North Carolina,Columbus County,2005,11,55155,0.00019943794760221196
6425,North Carolina,Columbus County,2006,5,55654,8.984080209868114e-05
6426,North Carolina,Columbus County,2007,5,55964,8.934314916732185e-05
6427,North Carolina,Columbus County,2008,5,56503,8.849087659062351e-05
6428,North Carolina,Columbus County,2009,18,58163,0.00030947509585131444
6429,North Carolina,Columbus County,2010,13,57997,0.00022414952497542976
6430,North Carolina,Columbus County,2011,5,57710,8.664009703690868e-05
6431,North Carolina,Columbus County,2012,5,57546,8.68870121294269e-05
6432,North Carolina,Columbus County,2013,5,57099,8.756720783201107e-05
6433,North Carolina,Columbus County,2014,10,56906,0.00017572839419393386
6434,North Carolina,Columbus County,2015,5,56698,8.818653215280962e-05
6435,North Carolina,Craven County,2003,5,92906,5.381783738402256e-05
6436,North Carolina,Craven County,2004,13,93548,0.00013896609227348526
6437,North Carolina,Craven County,2005,10,94729,0.00010556429393322003
6438,North Carolina,Craven County,2006,13,96926,0.00013412293914945422
6439,North Carolina,Craven County,2007,5,97825,5.111167901865576e-05
6440,North Carolina,Craven County,2008,12,99423,0.00012069641833378594
6441,North Carolina,Craven County,2009,11,101923,0.00010792460975442246
6442,North Carolina,Craven County,2010,10,104180,9.59877135726627e-05
6443,North Carolina,Craven County,2011,5,104866,4.7679896248545765e-05
6444,North Carolina,Craven County,2012,5,105381,4.744688321424166e-05
6445,North Carolina,Craven County,2013,16,104369,0.00015330222575669021
6446,North Carolina,Craven County,2014,11,104168,0.00010559864833730129
6447,North Carolina,Craven County,2015,20,102988,0.00019419738221928767
6448,North Carolina,Cumberland County,2003,13,303318,4.2859309371682526e-05
6449,North Carolina,Cumberland County,2004,18,307629,5.85120388519938e-05
6450,North Carolina,Cumberland County,2005,25,303695,8.231943232519468e-05
6451,North Carolina,Cumberland County,2006,24,307365,7.808306085598555e-05
6452,North Carolina,Cumberland County,2007,20,308284,6.487524490404952e-05
6453,North Carolina,Cumberland County,2008,34,311800,0.00010904425914047466
6454,North Carolina,Cumberland County,2009,23,317252,7.24975729073418e-05
6455,North Carolina,Cumberland County,2010,34,327247,0.00010389705635192989
6456,North Carolina,Cumberland County,2011,41,330625,0.00012400756143667296
6457,North Carolina,Cumberland County,2012,40,330161,0.00012115301322688021
6458,North Carolina,Cumberland County,2013,32,333253,9.602314157712009e-05
6459,North Carolina,Cumberland County,2014,39,332680,0.00011722977034988578
6460,North Carolina,Cumberland County,2015,46,331598,0.00013872218770921417
6461,North Carolina,Davidson County,2003,18,152809,0.00011779410898572728
6462,North Carolina,Davidson County,2004,21,154179,0.00013620531979063297
6463,North Carolina,Davidson County,2005,24,155425,0.00015441531285185781
6464,North Carolina,Davidson County,2006,28,157209,0.0001781068513889154
6465,North Carolina,Davidson County,2007,19,159126,0.00011940223470708747
6466,North Carolina,Davidson County,2008,28,161520,0.0001733531451213472
6467,North Carolina,Davidson County,2009,18,162406,0.00011083334359567996
6468,North Carolina,Davidson County,2010,15,162841,9.211439379517444e-05
6469,North Carolina,Davidson County,2011,30,162934,0.00018412363288202585
6470,North Carolina,Davidson County,2012,26,163064,0.0001594465976549085
6471,North Carolina,Davidson County,2013,32,163337,0.00019591396927824068
6472,North Carolina,Davidson County,2014,31,163437,0.00018967553246816815
6473,North Carolina,Davidson County,2015,23,163548,0.00014063149656369996
6474,North Carolina,Durham County,2003,14,235570,5.9430317952201045e-05
6475,North Carolina,Durham County,2004,14,238376,5.873074470584287e-05
6476,North Carolina,Durham County,2005,11,241785,4.5494964534607195e-05
6477,North Carolina,Durham County,2006,21,246929,8.50446889591745e-05
6478,North Carolina,Durham County,2007,22,252796,8.702669346033956e-05
6479,North Carolina,Durham County,2008,22,259356,8.482549083113558e-05
6480,North Carolina,Durham County,2009,13,265356,4.899078973153047e-05
6481,North Carolina,Durham County,2010,16,271366,5.896096047404612e-05
6482,North Carolina,Durham County,2011,22,276609,7.953464999331186e-05
6483,North Carolina,Durham County,2012,17,282757,6.0122295822915085e-05
6484,North Carolina,Durham County,2013,20,288856,6.923865178497245e-05
6485,North Carolina,Durham County,2014,21,295324,7.110834202435292e-05
6486,North Carolina,Durham County,2015,20,301014,6.644209239437369e-05
6487,North Carolina,Edgecombe County,2003,5,55994,8.929528163731829e-05
6488,North Carolina,Edgecombe County,2004,5,56064,8.91837899543379e-05
6489,North Carolina,Edgecombe County,2005,5,56151,8.904560916101227e-05
6490,North Carolina,Edgecombe County,2006,5,56129,8.90805109658109e-05
6491,North Carolina,Edgecombe County,2007,5,55911,8.942784067535905e-05
6492,North Carolina,Edgecombe County,2008,5,56420,8.862105636299185e-05
6493,North Carolina,Edgecombe County,2009,5,56237,8.890943684762701e-05
6494,North Carolina,Edgecombe County,2010,5,56595,8.834702712253733e-05
6495,North Carolina,Edgecombe County,2011,5,56038,8.922516863556873e-05
6496,North Carolina,Edgecombe County,2012,5,55667,8.981982143819499e-05
6497,North Carolina,Edgecombe County,2013,10,55419,0.00018044353019722477
6498,North Carolina,Edgecombe County,2014,5,54860,9.11410864017499e-05
6499,North Carolina,Edgecombe County,2015,5,53734,9.305095470279525e-05
6500,North Carolina,Forsyth County,2003,20,316659,6.315942385973555e-05
6501,North Carolina,Forsyth County,2004,18,319997,5.625052734869389e-05
6502,North Carolina,Forsyth County,2005,15,325065,4.6144617230400075e-05
6503,North Carolina,Forsyth County,2006,36,332110,0.0001083978199993978
6504,North Carolina,Forsyth County,2007,28,338638,8.268416421075012e-05
6505,North Carolina,Forsyth County,2008,31,344330,9.002991316469665e-05
6506,North Carolina,Forsyth County,2009,33,348532,9.46828411738377e-05
6507,North Carolina,Forsyth County,2010,18,351378,5.122688386865427e-05
6508,North Carolina,Forsyth County,2011,43,354545,0.00012128220677205996
6509,North Carolina,Forsyth County,2012,39,357644,0.00010904698527026876
6510,North Carolina,Forsyth County,2013,32,360677,8.87220421596054e-05
6511,North Carolina,Forsyth County,2014,48,364555,0.00013166737529316563
6512,North Carolina,Forsyth County,2015,58,367516,0.00015781625833977296
6513,North Carolina,Gaston County,2003,29,191545,0.0001514004542013626
6514,North Carolina,Gaston County,2004,39,191646,0.0002035002035002035
6515,North Carolina,Gaston County,2005,35,193527,0.00018085331762493088
6516,North Carolina,Gaston County,2006,32,196284,0.00016302908031220068
6517,North Carolina,Gaston County,2007,39,200377,0.00019463311657525565
6518,North Carolina,Gaston County,2008,35,204454,0.00017118765101196357
6519,North Carolina,Gaston County,2009,57,205884,0.0002768549280177187
6520,North Carolina,Gaston County,2010,46,206114,0.0002231774648980661
6521,North Carolina,Gaston County,2011,42,206894,0.0002030025036975456
6522,North Carolina,Gaston County,2012,41,207915,0.0001971959695067696
6523,North Carolina,Gaston County,2013,42,209242,0.0002007245199338565
6524,North Carolina,Gaston County,2014,40,210599,0.00018993442513972052
6525,North Carolina,Gaston County,2015,36,212998,0.00016901567150865267
6526,North Carolina,Guilford County,2003,29,436327,6.646391353274036e-05
6527,North Carolina,Guilford County,2004,33,440597,7.489837652094771e-05
6528,North Carolina,Guilford County,2005,36,448192,8.03227188347851e-05
6529,North Carolina,Guilford County,2006,49,458792,0.0001068022110237319
6530,North Carolina,Guilford County,2007,41,468466,8.751969193068441e-05
6531,North Carolina,Guilford County,2008,28,477809,5.8600821667235236e-05
6532,North Carolina,Guilford County,2009,49,484180,0.00010120203230203644
6533,North Carolina,Guilford County,2010,36,489626,7.352550722388109e-05
6534,North Carolina,Guilford County,2011,43,495022,8.686482620974422e-05
6535,North Carolina,Guilford County,2012,46,500618,9.188642837452908e-05
6536,North Carolina,Guilford County,2013,30,506537,5.922568341503187e-05
6537,North Carolina,Guilford County,2014,47,512414,9.172270859110017e-05
6538,North Carolina,Guilford County,2015,55,517281,0.00010632518882386942
6539,North Carolina,Halifax County,2003,5,56301,8.88083693007229e-05
6540,North Carolina,Halifax County,2004,5,56000,8.928571428571429e-05
6541,North Carolina,Halifax County,2005,5,55860,8.950948800572861e-05
6542,North Carolina,Halifax County,2006,5,55685,8.979078746520607e-05
6543,North Carolina,Halifax County,2007,5,55616,8.990218642117377e-05
6544,North Carolina,Halifax County,2008,5,55568,8.997984451482867e-05
6545,North Carolina,Halifax County,2009,5,55033,9.08545781621936e-05
6546,North Carolina,Halifax County,2010,5,54476,9.178353770467729e-05
6547,North Carolina,Halifax County,2011,5,54122,9.238387347104689e-05
6548,North Carolina,Halifax County,2012,5,53739,9.304229702822903e-05
6549,North Carolina,Halifax County,2013,5,53193,9.399733047581448e-05
6550,North Carolina,Halifax County,2014,5,52840,9.462528387585163e-05
6551,North Carolina,Halifax County,2015,11,52190,0.00021076834642651848
6552,North Carolina,Harnett County,2003,5,96787,5.1659830349117137e-05
6553,North Carolina,Harnett County,2004,5,98545,5.073824141255264e-05
6554,North Carolina,Harnett County,2005,5,100728,4.96386307680089e-05
6555,North Carolina,Harnett County,2006,5,103036,4.852672852206996e-05
6556,North Carolina,Harnett County,2007,5,105770,4.727238347357474e-05
6557,North Carolina,Harnett County,2008,10,108752,9.195233191113726e-05
6558,North Carolina,Harnett County,2009,5,111866,4.469633311283142e-05
6559,North Carolina,Harnett County,2010,10,115757,8.638786423283257e-05
6560,North Carolina,Harnett County,2011,5,119201,4.1945956829221234e-05
6561,North Carolina,Harnett County,2012,16,122250,0.00013087934560327197
6562,North Carolina,Harnett County,2013,13,125093,0.00010392268152494545
6563,North Carolina,Harnett County,2014,14,126769,0.00011043709424228321
6564,North Carolina,Harnett County,2015,11,128145,8.584025908150922e-05
6565,North Carolina,Haywood County,2003,5,56077,8.916311500258573e-05
6566,North Carolina,Haywood County,2004,5,56785,8.805142203046579e-05
6567,North Carolina,Haywood County,2005,5,57085,8.758868354208637e-05
6568,North Carolina,Haywood County,2006,5,57701,8.665361085596436e-05
6569,North Carolina,Haywood County,2007,5,58386,8.563696776624533e-05
6570,North Carolina,Haywood County,2008,12,58811,0.00020404346125724778
6571,North Carolina,Haywood County,2009,5,59152,8.452799567216662e-05
6572,North Carolina,Haywood County,2010,13,58930,0.0002206007127099949
6573,North Carolina,Haywood County,2011,5,58731,8.513391564931638e-05
6574,North Carolina,Haywood County,2012,17,58666,0.00028977602018204755
6575,North Carolina,Haywood County,2013,16,59006,0.0002711588652001491
6576,North Carolina,Haywood County,2014,5,59192,8.447087444249223e-05
6577,North Carolina,Haywood County,2015,11,59724,0.00018418056392739937
6578,North Carolina,Henderson County,2003,13,94246,0.0001379368885682151
6579,North Carolina,Henderson County,2004,19,95797,0.00019833606480369948
6580,North Carolina,Henderson County,2005,12,97584,0.00012297097884899163
6581,North Carolina,Henderson County,2006,5,100056,4.997201567122411e-05
6582,North Carolina,Henderson County,2007,10,102270,9.77803852547179e-05
6583,North Carolina,Henderson County,2008,17,104289,0.00016300856274391356
6584,North Carolina,Henderson County,2009,5,105813,4.725317305057034e-05
6585,North Carolina,Henderson County,2010,13,106894,0.00012161580631279585
6586,North Carolina,Henderson County,2011,13,107391,0.0001210529746440577
6587,North Carolina,Henderson County,2012,12,107811,0.00011130589642986337
6588,North Carolina,Henderson County,2013,22,108942,0.000201942317930642
6589,North Carolina,Henderson County,2014,11,110338,9.969366854574126e-05
6590,North Carolina,Henderson County,2015,16,111943,0.00014292988395880047
6591,North Carolina,Iredell County,2003,12,133099,9.01584534819946e-05
6592,North Carolina,Iredell County,2004,18,136514,0.00013185460831856074
6593,North Carolina,Iredell County,2005,13,140514,9.251747156866931e-05
6594,North Carolina,Iredell County,2006,14,146854,9.533277949528103e-05
6595,North Carolina,Iredell County,2007,22,151944,0.00014479018585794766
6596,North Carolina,Iredell County,2008,17,156204,0.00010883204015262094
6597,North Carolina,Iredell County,2009,26,158387,0.00016415488644901411
6598,North Carolina,Iredell County,2010,18,159788,0.00011264926026985756
6599,North Carolina,Iredell County,2011,30,161077,0.00018624632939525816
6600,North Carolina,Iredell County,2012,24,162729,0.00014748446804195933
6601,North Carolina,Iredell County,2013,21,164661,0.00012753475322025253
6602,North Carolina,Iredell County,2014,25,166598,0.0001500618254720945
6603,North Carolina,Iredell County,2015,20,169592,0.00011793009104203028
6604,North Carolina,Johnston County,2003,5,135628,3.6865543987967086e-05
6605,North Carolina,Johnston County,2004,10,140055,7.140052122380494e-05
6606,North Carolina,Johnston County,2005,5,144417,3.46219627883144e-05
6607,North Carolina,Johnston County,2006,5,149721,3.339544886822824e-05
6608,North Carolina,Johnston County,2007,5,155695,3.2114069173705e-05
6609,North Carolina,Johnston County,2008,5,161746,3.091266553732395e-05
6610,North Carolina,Johnston County,2009,11,166478,6.607479666983025e-05
6611,North Carolina,Johnston County,2010,23,169676,0.00013555246469742333
6612,North Carolina,Johnston County,2011,14,172457,8.117965637811164e-05
6613,North Carolina,Johnston County,2012,16,174387,9.174995842580009e-05
6614,North Carolina,Johnston County,2013,17,177240,9.591514330850824e-05
6615,North Carolina,Johnston County,2014,11,180732,6.0863599141269946e-05
6616,North Carolina,Johnston County,2015,24,185130,0.0001296386323124291
6617,North Carolina,Lee County,2003,5,49372,0.00010127197601879608
6618,North Carolina,Lee County,2004,5,49747,0.00010050857338130943
6619,North Carolina,Lee County,2005,5,51056,9.793168285803823e-05
6620,North Carolina,Lee County,2006,5,52642,9.498119372364272e-05
6621,North Carolina,Lee County,2007,5,54106,9.241119284367723e-05
6622,North Carolina,Lee County,2008,5,55822,8.957042026441188e-05
6623,North Carolina,Lee County,2009,5,57359,8.717027842186928e-05
6624,North Carolina,Lee County,2010,5,57879,8.638711795297085e-05
6625,North Carolina,Lee County,2011,5,58537,8.541606163623008e-05
6626,North Carolina,Lee County,2012,5,59257,8.437821691952005e-05
6627,North Carolina,Lee County,2013,5,59783,8.363581620193031e-05
6628,North Carolina,Lee County,2014,5,59425,8.413967185527976e-05
6629,North Carolina,Lee County,2015,10,59402,0.00016834450018517896
