STNAME,CTYNAME,Year,Population
Iowa,Cherokee County,2006,11791
Iowa,Chickasaw County,2006,12268
Iowa,Clarke County,2006,9074
Iowa,Clay County,2006,16732
Iowa,Clayton County,2006,17779
Iowa,Clinton County,2006,49264
Iowa,Crawford County,2006,16486
Iowa,Dallas County,2006,54592
Iowa,Davis County,2006,8530
Iowa,Decatur County,2006,8372
Iowa,Delaware County,2006,17560
Iowa,Des Moines County,2006,40453
Iowa,Dickinson County,2006,16621
Iowa,Dubuque County,2006,91390
Iowa,Emmet County,2006,10371
Iowa,Fayette County,2006,20701
Iowa,Floyd County,2006,16335
Iowa,Franklin County,2006,10574
Iowa,Fremont County,2006,7549
Iowa,Greene County,2006,9568
Iowa,Grundy County,2006,12227
Iowa,Guthrie County,2006,11093
Iowa,Hamilton County,2006,15734
Iowa,Hancock County,2006,11482
Iowa,Hardin County,2006,17637
Iowa,Harrison County,2006,15542
Iowa,Henry County,2006,20095
Iowa,Howard County,2006,9510
Iowa,Humboldt County,2006,9762
Iowa,Ida County,2006,7021
Iowa,Iowa County,2006,15932
Iowa,Jackson County,2006,19988
Iowa,Jasper County,2006,36735
Iowa,Jefferson County,2006,15491
Iowa,Johnson County,2006,123171
Iowa,Jones County,2006,20324
Iowa,Keokuk County,2006,10727
Iowa,Kossuth County,2006,15664
Iowa,Lee County,2006,35997
Iowa,Linn County,2006,202314
Iowa,Louisa County,2006,11802
Iowa,Lucas County,2006,9489
Iowa,Lyon County,2006,11332
Iowa,Madison County,2006,15196
Iowa,Mahaska County,2006,22039
Iowa,Marion County,2006,32830
Iowa,Marshall County,2006,38877
Iowa,Mills County,2006,15139
Iowa,Mitchell County,2006,10807
Iowa,Monona County,2006,9223
Iowa,Monroe County,2006,7643
Iowa,Montgomery County,2006,11135
Iowa,Muscatine County,2006,42226
Iowa,O'Brien County,2006,14191
Iowa,Osceola County,2006,6571
Iowa,Page County,2006,16043
Iowa,Palo Alto County,2006,9438
Iowa,Plymouth County,2006,24460
Iowa,Pocahontas County,2006,7638
Iowa,Polk County,2006,409146
Iowa,Pottawattamie County,2006,89393
Iowa,Poweshiek County,2006,18615
Iowa,Ringgold County,2006,5101
Iowa,Sac County,2006,10473
Iowa,Scott County,2006,161473
Iowa,Shelby County,2006,12305
Iowa,Sioux County,2006,32114
Iowa,Story County,2006,83476
Iowa,Tama County,2006,17800
Iowa,Taylor County,2006,6541
Iowa,Union County,2006,11990
Iowa,Van Buren County,2006,7640
Iowa,Wapello County,2006,35673
Iowa,Warren County,2006,43677
Iowa,Washington County,2006,21100
Iowa,Wayne County,2006,6391
Iowa,Webster County,2006,38550
Iowa,Winnebago County,2006,10943
Iowa,Winneshiek County,2006,20784
Iowa,Woodbury County,2006,101427
Iowa,Worth County,2006,7618
Iowa,Wright County,2006,13187
Kansas,Kansas,2006,2755700
Kansas,Allen County,2006,13513
Kansas,Anderson County,2006,7861
Kansas,Atchison County,2006,16548
Kansas,Barber County,2006,4820
Kansas,Barton County,2006,27727
Kansas,Bourbon County,2006,14800
Kansas,Brown County,2006,10112
Kansas,Butler County,2006,62390
Kansas,Chase County,2006,2960
Kansas,Chautauqua County,2006,3850
Kansas,Cherokee County,2006,21435
Kansas,Cheyenne County,2006,2820
Kansas,Clark County,2006,2128
Kansas,Clay County,2006,8581
Kansas,Cloud County,2006,9376
Kansas,Coffey County,2006,8539
Kansas,Comanche County,2006,1834
Kansas,Cowley County,2006,34055
Kansas,Crawford County,2006,38684
Kansas,Decatur County,2006,3032
Kansas,Dickinson County,2006,18922
Kansas,Doniphan County,2006,7757
Kansas,Douglas County,2006,112559
Kansas,Edwards County,2006,3105
Kansas,Elk County,2006,3011
Kansas,Ellis County,2006,27228
Kansas,Ellsworth County,2006,6281
Kansas,Finney County,2006,40713
Kansas,Ford County,2006,32443
Kansas,Franklin County,2006,26208
Kansas,Geary County,2006,28994
Kansas,Gove County,2006,2690
Kansas,Graham County,2006,2632
Kansas,Grant County,2006,7446
Kansas,Gray County,2006,5869
Kansas,Greeley County,2006,1283
Kansas,Greenwood County,2006,6934
Kansas,Hamilton County,2006,2548
Kansas,Harper County,2006,5822
Kansas,Harvey County,2006,33462
Kansas,Haskell County,2006,4053
Kansas,Hodgeman County,2006,2007
Kansas,Jackson County,2006,13352
Kansas,Jefferson County,2006,18391
Kansas,Jewell County,2006,3248
Kansas,Johnson County,2006,516285
Kansas,Kearny County,2006,4233
Kansas,Kingman County,2006,7901
Kansas,Kiowa County,2006,2918
Kansas,Labette County,2006,21940
Kansas,Lane County,2006,1758
Kansas,Leavenworth County,2006,72574
Kansas,Lincoln County,2006,3272
Kansas,Linn County,2006,9772
Kansas,Logan County,2006,2666
Kansas,Lyon County,2006,35575
Kansas,McPherson County,2006,28986
Kansas,Marion County,2006,12347
Kansas,Marshall County,2006,10166
Kansas,Meade County,2006,4452
Kansas,Miami County,2006,30145
Kansas,Mitchell County,2006,6314
Kansas,Montgomery County,2006,34265
Kansas,Morris County,2006,5930
Kansas,Morton County,2006,3138
Kansas,Nemaha County,2006,10183
Kansas,Neosho County,2006,16120
Kansas,Ness County,2006,2988
Kansas,Norton County,2006,5519
Kansas,Osage County,2006,16494
Kansas,Osborne County,2006,3937
Kansas,Ottawa County,2006,5990
Kansas,Pawnee County,2006,6447
Kansas,Phillips County,2006,5335
Kansas,Pottawatomie County,2006,18925
Kansas,Pratt County,2006,9409
Kansas,Rawlins County,2006,2557
Kansas,Reno County,2006,63215
Kansas,Republic County,2006,4974
Kansas,Rice County,2006,10168
Kansas,Riley County,2006,69164
Kansas,Rooks County,2006,5198
Kansas,Rush County,2006,3203
Kansas,Russell County,2006,6701
Kansas,Saline County,2006,53914
Kansas,Scott County,2006,4572
Kansas,Sedgwick County,2006,468338
Kansas,Seward County,2006,22396
Kansas,Shawnee County,2006,172563
Kansas,Sheridan County,2006,2478
Kansas,Sherman County,2006,5872
Kansas,Smith County,2006,3997
Kansas,Stafford County,2006,4387
Kansas,Stanton County,2006,2174
Kansas,Stevens County,2006,5169
Kansas,Sumner County,2006,24038
Kansas,Thomas County,2006,7471
Kansas,Trego County,2006,2961
Kansas,Wabaunsee County,2006,6688
Kansas,Wallace County,2006,1488
Kansas,Washington County,2006,5884
Kansas,Wichita County,2006,2203
Kansas,Wilson County,2006,9733
Kansas,Woodson County,2006,3377
Kansas,Wyandotte County,2006,152810
Kentucky,Kentucky,2006,4219374
Kentucky,Adair County,2006,17821
Kentucky,Allen County,2006,18687
Kentucky,Anderson County,2006,20800
Kentucky,Ballard County,2006,8169
Kentucky,Barren County,2006,40510
Kentucky,Bath County,2006,11583
Kentucky,Bell County,2006,29127
Kentucky,Boone County,2006,109560
Kentucky,Bourbon County,2006,19566
Kentucky,Boyd County,2006,48747
Kentucky,Boyle County,2006,28714
Kentucky,Bracken County,2006,8581
Kentucky,Breathitt County,2006,15656
Kentucky,Breckinridge County,2006,18957
Kentucky,Bullitt County,2006,72398
Kentucky,Butler County,2006,13402
Kentucky,Caldwell County,2006,12769
Kentucky,Calloway County,2006,35988
Kentucky,Campbell County,2006,87133
Kentucky,Carlisle County,2006,5255
Kentucky,Carroll County,2006,10425
Kentucky,Carter County,2006,27367
Kentucky,Casey County,2006,16224
Kentucky,Christian County,2006,78459
Kentucky,Clark County,2006,35169
Kentucky,Clay County,2006,23885
Kentucky,Clinton County,2006,9376
Kentucky,Crittenden County,2006,9111
Kentucky,Cumberland County,2006,6933
Kentucky,Daviess County,2006,93270
Kentucky,Edmonson County,2006,11892
Kentucky,Elliott County,2006,8010
Kentucky,Estill County,2006,14888
Kentucky,Fayette County,2006,283324
Kentucky,Fleming County,2006,14487
Kentucky,Floyd County,2006,41878
Kentucky,Franklin County,2006,48428
Kentucky,Fulton County,2006,6867
Kentucky,Gallatin County,2006,8030
Kentucky,Garrard County,2006,16672
Kentucky,Grant County,2006,24766
Kentucky,Graves County,2006,37373
Kentucky,Grayson County,2006,25166
Kentucky,Green County,2006,11530
Kentucky,Greenup County,2006,37342
Kentucky,Hancock County,2006,8585
Kentucky,Hardin County,2006,97092
Kentucky,Harlan County,2006,31063
Kentucky,Harrison County,2006,18352
Kentucky,Hart County,2006,18194
Kentucky,Henderson County,2006,45141
Kentucky,Henry County,2006,15772
Kentucky,Hickman County,2006,4953
Kentucky,Hopkins County,2006,46192
Kentucky,Jackson County,2006,13456
Kentucky,Jefferson County,2006,704755
Kentucky,Jessamine County,2006,44590
Kentucky,Johnson County,2006,23872
Kentucky,Kenton County,2006,155178
Kentucky,Knott County,2006,17232
Kentucky,Knox County,2006,32171
Kentucky,Larue County,2006,13561
Kentucky,Laurel County,2006,56697
Kentucky,Lawrence County,2006,16203
Kentucky,Lee County,2006,7482
Kentucky,Leslie County,2006,11723
Kentucky,Letcher County,2006,24053
Kentucky,Lewis County,2006,13889
Kentucky,Lincoln County,2006,25090
Kentucky,Livingston County,2006,9639
Kentucky,Logan County,2006,26946
Kentucky,Lyon County,2006,8383
Kentucky,McCracken County,2006,64658
Kentucky,McCreary County,2006,18824
Kentucky,McLean County,2006,9679
Kentucky,Madison County,2006,80738
Kentucky,Magoffin County,2006,13110
Kentucky,Marion County,2006,19140
Kentucky,Marshall County,2006,31007
Kentucky,Martin County,2006,13393
Kentucky,Mason County,2006,17073
Kentucky,Meade County,2006,27520
Kentucky,Menifee County,2006,6741
Kentucky,Mercer County,2006,21580
Kentucky,Metcalfe County,2006,10104
Kentucky,Monroe County,2006,11745
Kentucky,Montgomery County,2006,24730
Kentucky,Morgan County,2006,14236
Kentucky,Muhlenberg County,2006,31429
Kentucky,Nelson County,2006,41766
Kentucky,Nicholas County,2006,6950
Kentucky,Ohio County,2006,23396
Kentucky,Oldham County,2006,55187
Kentucky,Owen County,2006,11194
Kentucky,Owsley County,2006,4644
Kentucky,Pendleton County,2006,15026
Kentucky,Perry County,2006,29139
Kentucky,Pike County,2006,65637
Kentucky,Powell County,2006,13537
Kentucky,Pulaski County,2006,59431
Kentucky,Robertson County,2006,2273
Kentucky,Rockcastle County,2006,16536
Kentucky,Rowan County,2006,22429
Kentucky,Russell County,2006,17045
Kentucky,Scott County,2006,41511
Kentucky,Shelby County,2006,39523
Kentucky,Simpson County,2006,16997
Kentucky,Spencer County,2006,16100
Kentucky,Taylor County,2006,23980
Kentucky,Todd County,2006,11950
Kentucky,Trigg County,2006,13131
Kentucky,Trimble County,2006,8893
Kentucky,Union County,2006,15293
Kentucky,Warren County,2006,102668
Kentucky,Washington County,2006,11360
Kentucky,Wayne County,2006,20449
Kentucky,Webster County,2006,13879
Kentucky,Whitley County,2006,37860
Kentucky,Wolfe County,2006,7071
Kentucky,Woodford County,2006,24253
Louisiana,Louisiana,2006,4240327
Louisiana,Acadia Parish,2006,59585
Louisiana,Allen Parish,2006,25562
Louisiana,Ascension Parish,2006,95986
Louisiana,Assumption Parish,2006,23073
Louisiana,Avoyelles Parish,2006,42384
Louisiana,Beauregard Parish,2006,34624
Louisiana,Bienville Parish,2006,14922
Louisiana,Bossier Parish,2006,107741
Louisiana,Caddo Parish,2006,253344
Louisiana,Calcasieu Parish,2006,182944
Louisiana,Caldwell Parish,2006,10376
Louisiana,Cameron Parish,2006,7457
Louisiana,Catahoula Parish,2006,10402
Louisiana,Claiborne Parish,2006,16435
Louisiana,Concordia Parish,2006,19144
Louisiana,De Soto Parish,2006,26081
Louisiana,East Baton Rouge Parish,2006,430886
Louisiana,East Carroll Parish,2006,8323
Louisiana,East Feliciana Parish,2006,21002
Louisiana,Evangeline Parish,2006,35641
Louisiana,Franklin Parish,2006,20059
Louisiana,Grant Parish,2006,19731
Louisiana,Iberia Parish,2006,74481
Louisiana,Iberville Parish,2006,32885
Louisiana,Jackson Parish,2006,15209
Louisiana,Jefferson Parish,2006,420683
Louisiana,Jefferson Davis Parish,2006,31177
Louisiana,Lafayette Parish,2006,203659
Louisiana,Lafourche Parish,2006,92780
Louisiana,LaSalle Parish,2006,14008
Louisiana,Lincoln Parish,2006,42556
Louisiana,Livingston Parish,2006,113529
Louisiana,Madison Parish,2006,11942
Louisiana,Morehouse Parish,2006,29152
Louisiana,Natchitoches Parish,2006,38833
Louisiana,Orleans Parish,2006,208548
Louisiana,Ouachita Parish,2006,149989
Louisiana,Plaquemines Parish,2006,21293
Louisiana,Pointe Coupee Parish,2006,22405
Louisiana,Rapides Parish,2006,132436
Louisiana,Red River Parish,2006,9177
Louisiana,Richland Parish,2006,20436
Louisiana,Sabine Parish,2006,23603
Louisiana,St. Bernard Parish,2006,14493
Louisiana,St. Charles Parish,2006,51759
Louisiana,St. Helena Parish,2006,10659
Louisiana,St. James Parish,2006,21159
Louisiana,St. John the Baptist Parish,2006,47697
Louisiana,St. Landry Parish,2006,90756
Louisiana,St. Martin Parish,2006,51180
Louisiana,St. Mary Parish,2006,51569
Louisiana,St. Tammany Parish,2006,223062
Louisiana,Tangipahoa Parish,2006,113119
Louisiana,Tensas Parish,2006,5978
Louisiana,Terrebonne Parish,2006,108115
Louisiana,Union Parish,2006,22870
Louisiana,Vermilion Parish,2006,55313
Louisiana,Vernon Parish,2006,48467
Louisiana,Washington Parish,2006,44017
Louisiana,Webster Parish,2006,40869
Louisiana,West Baton Rouge Parish,2006,22181
Louisiana,West Carroll Parish,2006,11635
Louisiana,West Feliciana Parish,2006,15266
Louisiana,Winn Parish,2006,15680
Maine,Maine,2006,1314963
Maine,Androscoggin County,2006,106971
Maine,Aroostook County,2006,72178
Maine,Cumberland County,2006,274695
Maine,Franklin County,2006,29840
Maine,Hancock County,2006,53225
Maine,Kennebec County,2006,120633
Maine,Knox County,2006,40901
Maine,Lincoln County,2006,34867
Maine,Oxford County,2006,56382
Maine,Penobscot County,2006,148197
Maine,Piscataquis County,2006,17177
Maine,Sagadahoc County,2006,36621
Maine,Somerset County,2006,51313
Maine,Waldo County,2006,38472
Maine,Washington County,2006,32734
Maine,York County,2006,200757
Maryland,Maryland,2006,5612196
Maryland,Allegany County,2006,72441
Maryland,Anne Arundel County,2006,509947
Maryland,Baltimore County,2006,785900
Maryland,Calvert County,2006,87608
Maryland,Caroline County,2006,32423
Maryland,Carroll County,2006,168639
Maryland,Cecil County,2006,98568
Maryland,Charles County,2006,139383
Maryland,Dorchester County,2006,31299
Maryland,Frederick County,2006,222024
Maryland,Garrett County,2006,29642
Maryland,Harford County,2006,239903
Maryland,Howard County,2006,270741
Maryland,Kent County,2006,19854
Maryland,Montgomery County,2006,935168
Maryland,Prince George's County,2006,836644
Maryland,Queen Anne's County,2006,45957
Maryland,St. Mary's County,2006,98653
Maryland,Somerset County,2006,25853
Maryland,Talbot County,2006,36063
Maryland,Washington County,2006,143234
Maryland,Wicomico County,2006,92224
Maryland,Worcester County,2006,49067
Maryland,Baltimore city,2006,640961
Massachusetts,Massachusetts,2006,6466399
Massachusetts,Barnstable County,2006,223351
Massachusetts,Berkshire County,2006,130494
Massachusetts,Bristol County,2006,543634
Massachusetts,Dukes County,2006,15487
Massachusetts,Essex County,2006,731174
Massachusetts,Franklin County,2006,71774
Massachusetts,Hampden County,2006,466944
Massachusetts,Hampshire County,2006,154648
Massachusetts,Middlesex County,2006,1467985
Massachusetts,Nantucket County,2006,10803
Massachusetts,Norfolk County,2006,652750
Massachusetts,Plymouth County,2006,489241
Massachusetts,Suffolk County,2006,715799
Massachusetts,Worcester County,2006,792315
Michigan,Michigan,2006,10082438
Michigan,Alcona County,2006,11494
Michigan,Alger County,2006,9576
Michigan,Allegan County,2006,112414
Michigan,Alpena County,2006,29807
Michigan,Antrim County,2006,24206
Michigan,Arenac County,2006,16783
Michigan,Baraga County,2006,8722
Michigan,Barry County,2006,58826
Michigan,Bay County,2006,107973
Michigan,Benzie County,2006,17585
Michigan,Berrien County,2006,159658
Michigan,Branch County,2006,46326
Michigan,Calhoun County,2006,137445
Michigan,Cass County,2006,50544
Michigan,Charlevoix County,2006,26146
Michigan,Cheboygan County,2006,27024
Michigan,Chippewa County,2006,38585
Michigan,Clare County,2006,31016
Michigan,Clinton County,2006,69409
Michigan,Crawford County,2006,14690
Michigan,Delta County,2006,37703
Michigan,Dickinson County,2006,27125
Michigan,Eaton County,2006,107277
Michigan,Emmet County,2006,33432
Michigan,Genesee County,2006,437395
Michigan,Gladwin County,2006,26693
Michigan,Gogebic County,2006,16249
Michigan,Grand Traverse County,2006,84397
Michigan,Gratiot County,2006,42326
Michigan,Hillsdale County,2006,46689
Michigan,Houghton County,2006,34979
Michigan,Huron County,2006,33630
Michigan,Ingham County,2006,279261
Michigan,Ionia County,2006,64076
Michigan,Iosco County,2006,26500
Michigan,Iron County,2006,12032
Michigan,Isabella County,2006,66538
Michigan,Jackson County,2006,162783
Michigan,Kalamazoo County,2006,243434
Michigan,Kalkaska County,2006,17239
Michigan,Kent County,2006,598649
Michigan,Keweenaw County,2006,2180
Michigan,Lake County,2006,11150
Michigan,Lapeer County,2006,92291
Michigan,Leelanau County,2006,21882
Michigan,Lenawee County,2006,101249
Michigan,Livingston County,2006,182384
Michigan,Luce County,2006,6661
Michigan,Mackinac County,2006,10999
Michigan,Macomb County,2006,827719
Michigan,Manistee County,2006,24924
Michigan,Marquette County,2006,65129
Michigan,Mason County,2006,28785
Michigan,Mecosta County,2006,42160
Michigan,Menominee County,2006,24311
Michigan,Midland County,2006,82802
Michigan,Missaukee County,2006,14993
Michigan,Monroe County,2006,153310
Michigan,Montcalm County,2006,63118
Michigan,Montmorency County,2006,10307
